title,date,date_is_approximate,performers,instruments,special-guests,adjudicators,description,creator,interviewee,location,digital collection,contributing institution,source,identifier,filename_old,rights,rightsstatement,format_original,type,format,language,reference url,cdmid,contentdm_file_name,objectid,youtubeid,display_template,filename,object_location,image_small,image_thumb,errors
44th Annual Lionel Hampton Jazz Festival Poster [5],2011,,"Wade, Charenee; Nelson, Josh; Kanner, Kevin; Conley, Shawn; Dechter, Graham; Heath, Jimmy; Stafford, Terell; Hashimoto, Atsuko; Hamilton, Jeff; Yanofsky, Nikki; Charlap, Bill; Rosnes, Renee; Wooten, Victor; Manhattan Transfer; Lionel Hampton New York Big Band; Bradford, Carmen; Shaughnessy, Ed; Christlieb, Pete; Clayton, John",bass; saxophone; drums; vocals; guitar; piano; organ; trumpet,,,"12.5""x24.5"" promotional poster",Jazz Festival Office,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,lhijf2011e,lhijf2011e.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,poster,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/16,16,48.jp2,jazzfest16,,image,jazzfest16.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest16.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest16_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest16_th.jpg,
13th Annual University of Idaho Jazz Festival Poster,1980,,"Richie Cole and Alto Madness Quintet; Toshiko Akiyoshi-Lew Tabackin Big Band; Alexander, Ashley; Houghten, Steve",trombone; percussion,,,"11""x17"" promotional poster",,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,lhijf1980,lhijf1980.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,poster,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/17,17,20.jp2,jazzfest17,,image,jazzfest17.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest17.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest17_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest17_th.jpg,
47th Annual Lionel Hampton Jazz Festival Poster,2014,,"Golson, Benny; Peplowski, Ken; Kelly, Grace; Nelson, Josh; Conley, Shawn; Forman, Bruce; Kanner Kevin; Keezer, Geoffrey; Jordan, Terell; Groove for Thought; Marie, René; The Yellowjackets; Ferrante, Russell; Mintzer, Bob; Pastorius, Felix; Kennedy, William; Lionel Hampton Youth Jazz Orchestra; Palmieri, Eddie; Marsalis, Jason",vibes; piano; drums; bass; saxophone; keyboard; vocals; trumpet; guitar; clarinet,,,"13.25""x25"" promotional poster",Jazz Festival Office,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,lhijf2014,lhijf2014.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,poster,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/18,18,23.jp2,jazzfest18,,image,jazzfest18.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest18.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest18_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest18_th.jpg,
49th Annual Lionel Hampton Jazz Festival Poster [1],2016,,"Berroa, Ignacio; Hagelganz, Dave; Sielert, Vern; Dee Daniels Quartet; Daniels, Dee; Nelson, Josh; Beaudry, Paul; Broadnax, Dwayne; All-Star Quartet; Dechter, Graham; Nelson, Josh; Thiroux, Katie; Kanner, Kevin; Kauflin, Justin; Rodriguez, Ricardo; Bejerano, Martin; Shim, Mark; Alexander, Monty; Clayton, John; Hamilton, Jeff; Tower of Power; Lionel Hampton Jazz Festival Big Band; Wolf, Warren; Morrison, Barbara; Cherry Poppin' Daddies",vocals; vibes; drums; bass; piano; tenor saxophone; trumpet; guitar,,,"18""x24"" limited edition poster",,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,lhijf2016a,lhijf2016a.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,poster,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/19,19,14.jp2,jazzfest19,,image,jazzfest19.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest19.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest19_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest19_th.jpg,
45th Annual Lionel Hampton Jazz Festival Poster,2012,,"D'Rivera, Paquito; Cohen, Anat; Nelson, Josh; Williams, Ben; Dechter, Graham; Kanner, Kevin; Wilson, Matt; Stafford, Terell; Goldings, Larry; Wind, Martin; Clayton, John; Fuller, Larry; Riggins, Karriem; Gazerek, Sara; Bedford, Carmen; Woodard, Rickey; The Blind Boys of Alabama; Clayton, Jeff; Stubblefield, Ike; Morrison, James; Gordon, Wycliffe; Tower of Power; Haynes, Roy; Lionel Hampton Youth Orchestra",drums; trombone; trumpet; organ; saxophone; vocals; piano; bass; guitar; clarinet,,,"12.75""x24.5"" promotional poster",Jazz Festival Office,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,lhijf2012,lhijf2012.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,poster,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/20,20,8.jp2,jazzfest20,,image,jazzfest20.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest20.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest20_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest20_th.jpg,
38th Annual Lionel Hampton Jazz Festival Poster [1],2005,,"Fabian, Christian (aka Fabian Bausch); Mikami, Kuni; Watson, Wally ""Gator""; Stowell, John; Cole, Freddy; Alexander, Monty; Green, Benny; Malone, Russell; Hamilton, Jeff; Clayton, John; Brecker, Randy; Roditi, Claudio; Stafford, Terell; Findley, Chuck; McCurdy, Bob; The Four Freshman; Ferreira, Bob; Johnson, Vince; Eichenberger, Brian; Calderon, Curtis; Saarsalu, Lembit; Vintskevich, Leonid; Izmailov, Enver; Pizzarelli, John; Pizzarelli, Bucky; Gambarini, Roberta; Hendelman, Tamir; Peplowski, Ken; Person, Houston; White, Evelyn; Christiansen, Corey; Martinez, Jim; Rawls, Lou; Monheit, Jane; Daniels, Dee; Butman, Igor; Watrous, Bill; Daversa, Jay; Hofmann, Holly; Lionel Hampton New York Big Band; Barrero, Tony; Gemberling, Al; Guyton, Cleave, Jr.; McDonald, Marshall; Martinez, Anibal; McGowan, Mark; Miller, Doug; Simon, John; Stephens, Charles; Trowers, Robert; Hargrove, Roy; Morrison, James; Feather, Lorraine",vocals; trumpet; trombone; drums; alto saxophone; tenor saxophone; piano; bass; flute; saxophone; guitar; clarinet,"Wicks, Virginia (publicist);Deffaa, Chip (critic);Elwood, Phil (critic)",,"18""x24"" promotional poster",,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,lhijf2005a,lhijf2005a.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,poster,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/21,21,3.jp2,jazzfest21,,image,jazzfest21.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest21.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest21_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest21_th.jpg,
44th Annual Lionel Hampton Jazz Festival Poster [1],2011,,"Wade, Charenee; Nelson, Josh; Kanner, Kevin; Conley, Shawn; Dechter, Graham; Heath, Jimmy; Stafford, Terell; Hashimoto, Atsuko; Hamilton, Jeff; Yanofsky, Nikki; Charlap, Bill; Rosnes, Renee; Wooten, Victor; Manhattan Transfer; Lionel Hampton New York Big Band; Bradford, Carmen; Shaughnessy, Ed; Christlieb, Pete; Clayton, John",bass; saxophone; drums; vocals; guitar; piano; organ; trumpet,,,"12""x24"" limited edition poster, signed by John Clayton",,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,lhijf2011a,lhijf2011a.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,poster,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/22,22,27.jp2,jazzfest22,,image,jazzfest22.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest22.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest22_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest22_th.jpg,
18th Annual Lionel Hampton-Chevron Jazz Festival Poster,1985,,"Dianne Reeves Trio; Hampton, Lionel; Getz, Stan; Hubbard, Freddie; Jones, Hank; Brown, Ray; Carvin, Michael; O'Day, Anita; Poole, John; Hampton, Slide; Kareon Oleson and Trio",vibes; tenor saxophone; trumpet; piano; bass; drums; vocals; trombone,,,"18.25""x24.25"" promotional poster",,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,lhijf1985,lhijf1985.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,poster,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/23,23,5.jp2,jazzfest23,,image,jazzfest23.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest23.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest23_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest23_th.jpg,
48th Annual Lionel Hampton Jazz Festival Poster [2],2015,,"Harris, Stefon; Kelly, Grace; Coffin, Jeff; Dechter, Graham; Kanner, Kevin; Thiroux, Katie; Nelson, Josh; Wofford, Mike; Hofmann, Holly; Inoue, Rumi; Ryerson, Ali; Airmen of Note; Skonberg, Bria; Lake, Meschiya; Reeves, Dianne; The Jensen Sisters; Jensen, Ingrid; Jensen, Christine; Lionel Hampton Jazz Festival Big Band; Andrews, Ernie; Gordon, Wycliffe; Fuller, Tia; Peplowski, Ken",clarinet; saxophone; trombone; vocals; trumpet; flute; piano; bass; drums; guitar; vibes,,,"16""x30"" promotional poster",Jazz Festival Office,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,lhijf2015b,lhijf2015b.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,poster,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/24,24,11.jp2,jazzfest24,,image,jazzfest24.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest24.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest24_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest24_th.jpg,
24th Annual Lionel Hampton-Chevron Jazz Festival Poster [1],1991,,"Lionel Hampton and the Lionel Hampton Quartet; Hampton, Lionel; Chicco, Renato; Watson, Wally ""Gator""; Machado, Gabriel; Johnson, William; Paquito D'Rivera and the Havana-New York Ensemble; D'Rivera, Paquito; Perez, Danilo; Roditi, Claudio; Berroa, Ignacio; Goines, Lincoln; Bathé, Clare; Raimond Raubisko Jazz-Thet; Raubisko, Raimond; Smirnoff, Juli; Avdyukevich, Victor; Kalnins, Madars; Kalnins, Raimond; Doctor Blues; Janseon, Yevgeny; Novikov, Igor; Eunapu, Igor; Syrtsov, Alexander; Nidbalsky, Stanislav; Eckstine, Billy; Tucker, Bobby; Turrentine, Stanley; Hinton, Milt; Ray Brown Trio; Brown, Ray; Harris, Gene; Hamilton, Jeff; Hank Jones Trio; Jones, Hank; Burr, Jon; Copeland, Keith; Shaw, Marlena; Ennis, Ethel; Reeves, Dianne; Hampton, Lionel; Gillespie, Dizzy; Woods, Phil; Grey, Al; Grey, Mike; Cohn, Joe; Candoli, Pete; Candoli, Conte; Feather, Leonard; Shew, Bobby; David Friesen and Danny Zeatlin Duo; Friesen, David; Zeatlin, Danny",vocals; piano; saxophone; bass; vibes; trumpet; alto saxophone; trombone; guitar; drums; keyboard; flute; conga; clarinet,,,"27""x21"" promotional poster",Jazz Festival Office,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,lhijf1991,lhijf1991.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,poster,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/25,25,15.jp2,jazzfest25,,image,jazzfest25.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest25.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest25_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest25_th.jpg,
49th Annual Lionel Hampton Jazz Festival Poster [2],2016,,"Berroa, Ignacio; Hagelganz, Dave; Sielert, Vern; Dee Daniels Quartet; Daniels, Dee; Nelson, Josh; Beaudry, Paul; Broadnax, Dwayne; All-Star Quartet; Dechter, Graham; Nelson, Josh; Thiroux, Katie; Kanner, Kevin; Kauflin, Justin; Rodriguez, Ricardo; Bejerano, Martin; Shim, Mark; Alexander, Monty; Clayton, John; Hamilton, Jeff; Tower of Power; Lionel Hampton Jazz Festival Big Band; Wolf, Warren; Morrison, Barbara; Cherry Poppin' Daddies",vocals; vibes; drums; bass; piano; tenor saxophone; trumpet; guitar,,,"12.75""x24.5"" promotional poster",Jazz Festival Office,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,lhijf2016b,lhijf2016b.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,poster,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/26,26,7.jp2,jazzfest26,,image,jazzfest26.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest26.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest26_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest26_th.jpg,
27th Annual Lionel Hampton Jazz Festival Poster [1],1994,,"Hampton, Lionel; Ray Brown Trio; Brown, Ray; Hamilton, Jeff; Green, Benny; Jones, Elvin; Ellis, Herb; Jones, Oliver; Bromberg, Brian; DeFranco, Buddy; Soloff, Lew; Shilkloper, Arkady; Ouzonoff, Alexandre; Brubeck, Matthew; Widelock, David; Daniels, Dee; Margolis, Kitty; Maeda, Hitoshi; Sakura, Tomoaki; Fujii, Mutsuko; Reese, Della; D'Rivera, Paquito; Moody, James; Abate, Greg; Primo Kim Quartet; Kim, Primo; Zadrozny, Andy; Slivka, Michael; Day, Jim; Hubbard, Freddie; Roditi, Claudio; Roney, Wallace; Gene Harris Quartet; Harris, Gene; Eschete, Ron; Hughes, Luther; Humphrey, Paul; Fontana, Carl; Watrous, Bill; McDougall, Ian; Uusitalo, Jeff; New York Voices; Eldridge, Peter; Fox, Caprice; Kinhan, Lauren; Meader, Darmon; Nazarian, Kim; Exrin, Andy; Whitman, Ben; Landau, Randy; Candoli, Pete; Candoli, Conte; Stowell, John; Feather, Leonard",guitar; trumpet; trombone; vocals; saxophone; sanukitaphone; cello; bassoon; horn; clarinet; bass; piano; drums; vibes,"Feather, Leonard (critic);Gitler, Ira (critic);Deffaa, Chip (critic);Wicks, Virginia (publicist)",,"21""x31"" promotional poster",Jazz Festival Office,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,lhijf1994,lhijf1994.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,poster,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/27,27,51.jp2,jazzfest27,,image,jazzfest27.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest27.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest27_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest27_th.jpg,
